9.146,14.59,9.765,11.67,10.89,6.767,12.25,6.767,9.641,14.28,11.4,18.12,10.25,19.72,18.15,19.6,16.01,13.77,14.51,13.82,9.894,12.95,8.204,11.97,13.65,15.78,15.14,14.57,11.65,12.28,3.5,12.31
1.471,2.336,1.564,1.868,1.74,1.084,1.957,1.084,1.543,2.286,1.82,3.231,1.64,3.157,2.884,3.135,2.558,2.203,2.321,2.211,1.584,2.071,1.299,1.916,2.182,2.524,2.423,2.333,1.862,1.972,0.5675,1.972
4.091,1.158,2.611,2.033,1.861,5.428,1.166,5.428,2.306,1.546,1.328,3.672,2.915,3.027,0.8046,2.81,1.283,0.9306,1.263,1.102,1.683,2.184,2.304,5.983,1.695,1.106,1.08,2.36,3.328,2.908,2.633,3.482
6.06,4.316,4.457,4.847,6.098,5.203,4.178,5.203,6.216,7.532,4.563,8.926,6.743,7.91,7.246e-08,7.586,8.587,4.376,3.76,5.592,6.678,8.152,3.622,6.286,6.715,7.819,5.758,4.781,8.349,6.168,6.162,6.204
0.07359,0.05948,0.05485,0.08061,0.05223,0.1015,0.05232,0.1015,0.06199,0.06027,0.06084,0.07249,0.08784,0.07249,0.0688,0.07249,0.2397,0.06514,0.05794,0.05276,0.06672,0.06231,0.06167,0.07097,0.0631,0.06867,0.05846,0.06226,0.0602,0.0594,0.06162,0.1272
-1.207,-0.4436,-0.5708,-1.042,-0.8002,-1.576,-0.6504,-1.576,-1.063,-0.5388,-0.4561,-0.8357,-1.002,-0.8357,-0.696,-0.8357,-3.747,-0.6581,-0.6612,-0.6709,-0.6868,-0.7484,-0.9373,-0.9974,-0.5119,-0.4602,-0.6081,-0.8116,-0.6385,-0.6696,-0.6901,-2.445
13.02,9.64,6.718,10.79,11.49,14.06,8.267,14.06,12.36,10.2,6.484,8.279,11.72,8.279,7.048,8.279,32.67,11.99,7.598,10.62,9.679,11.77,8.828,10.03,9.267,11.96,10.68,9.459,10.36,9.944,9.401,21.9
