682088.84637,3111606.1556
682088.802346,3111606.2065
682088.758228,3111606.25749
682088.714015,3111606.30857
682088.670025,3111606.35975
682088.625759,3111606.41094
682088.581409,3111606.46217
682088.53699,3111606.51348
682088.49265,3111606.565
682088.44818,3111606.61643
682088.40359,3111606.66796
682088.359046,3111606.7195
682088.314499,3111606.77128
682088.269797,3111606.82297
682088.225055,3111606.87471
682088.180275,3111606.92652
682088.135466,3111606.97859
682088.090467,3111607.03063
682088.045442,3111607.0827
682088.000393,3111607.13483
682087.955353,3111607.18715
682087.910221,3111607.23937
682087.864981,3111607.29168
682087.819687,3111607.34408
682087.774477,3111607.39666
682087.729055,3111607.44918
682087.683593,3111607.50176
682087.638095,3111607.5544
682087.592615,3111607.60725
682087.546938,3111607.66006
682087.501305,3111607.71286
682087.455593,3111607.76572
682087.409885,3111607.81878
682087.363968,3111607.87182
682087.318067,3111607.92488
682087.272112,3111607.97801
682087.226145,3111608.03135
682087.179987,3111608.08465
682087.133809,3111608.138
682087.087562,3111608.19146
682087.041473,3111608.24504
682086.995169,3111608.29861
682086.9488,3111608.35225
682086.902406,3111608.40591
682086.856029,3111608.45981
682086.809531,3111608.51366
682086.762946,3111608.56759
682086.716297,3111608.62157
682086.669659,3111608.67576
682086.622916,3111608.72987
682086.576137,3111608.78404
682086.529349,3111608.83826
682086.482503,3111608.89268
682086.435533,3111608.94705
682086.388517,3111609.00149
682086.341449,3111609.05599
682086.294405,3111609.1107
682086.24722,3111609.16534
682086.199966,3111609.22007
682086.152647,3111609.27486
682086.105447,3111609.32981
682086.05806,3111609.38471
682086.010603,3111609.43969
682085.963079,3111609.49472
682085.915618,3111609.54992
682085.867954,3111609.6051
682085.820286,3111609.66031
682085.772552,3111609.71558
682085.724854,3111609.77101
682085.677025,3111609.82644
682085.629138,3111609.88193
682085.581199,3111609.93747
682085.533313,3111609.99321
682085.485296,3111610.04891
682085.437225,3111610.10468
682085.389182,3111610.16064
682085.341018,3111610.21655
682085.292788,3111610.27256
682085.244549,3111610.32861
682085.196261,3111610.38473
682085.147946,3111610.44105
682085.099518,3111610.49732
682085.051048,3111610.55366
682085.002556,3111610.61007
682084.954134,3111610.66666
682084.905456,3111610.7232
682084.856742,3111610.77976
682084.807967,3111610.83639
682084.759202,3111610.89317
682084.710361,3111610.94995
682084.661435,3111611.0068
682084.612447,3111611.06371
682084.563483,3111611.12073
682084.514409,3111611.17779
682084.465273,3111611.23491
682084.416109,3111611.29208
682084.366941,3111611.34937
682084.317683,3111611.40668
682084.268385,3111611.46405
682084.218989,3111611.52152
682084.169575,3111611.57906
682084.1201,3111611.63661
682084.070583,3111611.69424
682084.02101,3111611.75194
682083.971465,3111611.80975
682083.921812,3111611.86757
682083.87207,3111611.92548
682083.822307,3111611.98347
682083.772607,3111612.04163
682083.72277,3111612.09978
682083.672921,3111612.15799
682083.623018,3111612.21628
682083.573124,3111612.27475
682083.523166,3111612.33321
682083.473146,3111612.39176
682083.423071,3111612.45042
682083.37296,3111612.50909
682083.322771,3111612.56784
682083.272525,3111612.62666
682083.222263,3111612.6855
682083.171946,3111612.7445
682083.121555,3111612.80348
682083.071107,3111612.86254
682083.020621,3111612.92167
