682103.674226,3111589.34064
682103.665936,3111589.34996
682103.657588,3111589.35946
682103.649108,3111589.36903
682103.640528,3111589.37871
682103.631834,3111589.3885
682103.577758,3111589.44972
682103.568474,3111589.46037
682103.559148,3111589.47114
682103.549797,3111589.48213
682103.540268,3111589.49313
682103.530636,3111589.50425
682103.530636,3111589.50425
682103.511149,3111589.5269
682103.501211,3111589.53837
682103.491186,3111589.54994
682103.481069,3111589.56163
682103.470927,3111589.57353
682103.460594,3111589.58545
682103.450161,3111589.59748
682103.439645,3111589.60963
682103.429126,3111589.62199
682103.418406,3111589.63438
682103.407596,3111589.64687
682103.396659,3111589.65949
682103.385754,3111589.67231
682103.374633,3111589.68516
682103.3634,3111589.69811
682103.352074,3111589.71118
682103.340752,3111589.72445
682103.329239,3111589.73774
682103.317609,3111589.75115
682103.305895,3111589.76467
682103.294163,3111589.7784
682103.282243,3111589.79214
682103.270224,3111589.80599
682103.258185,3111589.82004
682103.245974,3111589.83411
682103.233652,3111589.84829
682103.221201,3111589.86258
682103.208657,3111589.87697
682103.196139,3111589.89154
682103.1834,3111589.90616
682103.170555,3111589.92087
682103.157599,3111589.93569
682103.144672,3111589.95068
682103.131535,3111589.96572
682103.118304,3111589.98086
682103.105067,3111589.99621
682103.091648,3111590.01157
682103.078148,3111590.02704
682103.064543,3111590.04262
682103.050959,3111590.05841
682103.037186,3111590.07423
682103.023336,3111590.09014
682103.009378,3111590.10617
682102.99533,3111590.12231
682102.981316,3111590.13866
682102.967106,3111590.15502
682102.952786,3111590.17149
682102.938415,3111590.18803
682102.92401,3111590.2048
682102.909433,3111590.22158
682102.894768,3111590.23846
682102.880111,3111590.25552
682102.865253,3111590.27262
682102.850297,3111590.28981
682102.835277,3111590.30708
682102.820176,3111590.32447
682102.805055,3111590.34208
682102.789742,3111590.35968
682102.774347,3111590.37737
682102.758876,3111590.39516
682102.743438,3111590.41316
682102.727797,3111590.43118
682102.712065,3111590.44928
682102.696243,3111590.46748
682102.680467,3111590.48585
682102.664487,3111590.50425
682102.64843,3111590.52273
682102.632288,3111590.5413
682102.61613,3111590.56004
682102.599793,3111590.57879
682102.583358,3111590.59763
682102.566872,3111590.61653
682102.55034,3111590.63562
682102.53364,3111590.65471
682102.516839,3111590.67387
682102.499962,3111590.69313
682102.483091,3111590.71254
682102.466032,3111590.73196
682102.448894,3111590.75147
682102.431694,3111590.77105
682102.414463,3111590.79081
682102.397105,3111590.81056
682102.379648,3111590.83042
682102.362087,3111590.85037
682102.34459,3111590.87047
682102.326904,3111590.8906
682102.309145,3111590.9108
682102.291274,3111590.93111
682102.273457,3111590.95154
682102.255482,3111590.97202
682102.237404,3111590.99259
682102.219246,3111591.01326
682102.201136,3111591.03408
682102.182872,3111591.05491
682102.164602,3111591.07592
682102.146227,3111591.09699
682102.127898,3111591.11824
682102.109397,3111591.13951
682102.09082,3111591.16085
682102.072184,3111591.18228
682102.053564,3111591.20391
682102.034775,3111591.22552
682102.015898,3111591.2472
682101.996973,3111591.26896
682101.97802,3111591.29091
682101.958908,3111591.31284
682101.939737,3111591.33485
682101.920471,3111591.35695
682101.901184,3111591.37921
682101.881732,3111591.40145
682101.8622,3111591.42376
682101.842592,3111591.44615
682101.822972,3111591.46871
682101.803179,3111591.49126
682101.783304,3111591.51387
682101.763353,3111591.53658
682101.743437,3111591.55942
682101.723322,3111591.58228
682101.703169,3111591.6052
682101.682934,3111591.6282
682101.662702,3111591.65136
682101.64232,3111591.67452
682101.621881,3111591.69775
682101.601349,3111591.72108
682101.580811,3111591.74456
682101.560149,3111591.76803
682101.539395,3111591.79159
682101.518603,3111591.81521
682101.497797,3111591.83902
682101.476831,3111591.86281
682101.455785,3111591.88667
682101.434707,3111591.9106
682101.413628,3111591.93469
682101.392364,3111591.95879
682101.371046,3111591.98296
682101.349754,3111592.0073
682101.328305,3111592.03165
682101.306805,3111592.05605
682101.285213,3111592.08053
