2,116.294868,40.049134,15.3,.0,15.0,2016:08:05:15:09:15,0,1000
2,116.294734,40.048999,17.8,224.8,18.0,2016:08:05:15:09:15,0,2000
2,116.294808,40.048808,17.8,159.0,18.0,2016:08:05:15:09:15,0,3000
2,116.294878,40.048629,18.3,158.7,18.0,2016:08:05:15:09:15,0,4000
2,116.294948,40.048449,21.1,158.7,18.0,2016:08:05:15:09:15,0,5000
2,116.295038,40.048218,25.0,158.7,18.0,2016:08:05:15:09:15,0,6000
2,116.295017,40.047990,24.2,185.1,8.0,2016:08:05:15:09:15,0,7000
2,116.294749,40.047929,22.5,257.1,8.0,2016:08:05:15:09:15,0,8000
2,116.294482,40.047868,20.3,257.1,8.0,2016:08:05:15:09:15,0,9000
2,116.294281,40.047822,16.9,257.1,8.0,2016:08:05:15:09:15,0,10000
2,116.294080,40.047776,16.9,257.1,8.0,2016:08:05:15:09:15,0,11000
2,116.293913,40.047737,13.3,257.1,8.0,2016:08:05:15:09:15,0,12000
2,116.293712,40.047691,15.8,257.1,8.0,2016:08:05:15:09:15,0,13000
2,116.293478,40.047637,18.9,257.1,8.0,2016:08:05:15:09:15,0,14000
2,116.293244,40.047584,18.6,257.1,8.0,2016:08:05:15:09:15,0,15000
2,116.293194,40.047413,19.2,196.3,8.0,2016:08:05:15:09:15,0,16000
2,116.293287,40.047249,17.8,150.3,8.0,2016:08:05:15:09:15,0,17000
2,116.293380,40.047086,19.2,150.3,8.0,2016:08:05:15:09:15,0,18000
2,116.293509,40.046867,23.3,149.5,8.0,2016:08:05:15:09:15,0,19000
2,116.293610,40.046696,20.6,149.5,8.0,2016:08:05:15:09:15,0,20000
2,116.293681,40.046574,13.6,149.5,8.0,2016:08:05:15:09:15,0,21000
2,116.293753,40.046452,13.3,149.4,8.0,2016:08:05:15:09:15,0,22000
2,116.293840,40.046306,16.1,149.3,8.0,2016:08:05:15:09:15,0,23000
2,116.293942,40.046135,20.3,149.3,8.0,2016:08:05:15:09:15,0,24000
2,116.294029,40.045989,14.7,149.3,8.0,2016:08:05:15:09:15,0,25000
2,116.294101,40.045867,11.9,149.3,8.0,2016:08:05:15:09:15,0,26000
2,116.294188,40.045721,15.8,149.3,8.0,2016:08:05:15:09:15,0,27000
2,116.294260,40.045599,13.1,149.3,8.0,2016:08:05:15:09:15,0,28000
